"cohort","sex","age_cat","education_cat","intention_to_vote","choice_of_party","political_orientation","marstat","household","hzcy001a","hzcy002a","hzcy003a","hzcy004a","hzcy005a","hzcy006a","hzcy007a","hzcy008a","hzcy009a","hzcy010a","hzcy011a","hzcy012a","hzcy013a","hzcy014a","hzcy015a","hzcy016a","hzcy018a","hzcy019a","hzcy020a","hzcy021a","hzcy022a","hzcy023a","hzcy024a","hzcy025a","hzcy026a","hzcy027a","hzcy028a","hzcy029a","hzcy030a","hzcy031a","hzcy032a","hzcy033a","hzcy034a","hzcy035a","hzcy036a","hzcy037a","hzcy038a","hzcy039a","hzcy040a","hzcy041a","hzcy042a","hzcy043a","hzcy044a","hzcy045a","hzcy046a","hzcy047a","hzcy048a","hzcy049a","hzcy050a","hzcy051a","hzcy052a","hzcy053a","hzcy054a","hzcy055a","hzcy056a","hzcy057a","hzcy058a","hzcy059a","hzcy060a","hzcy061a","hzcy062a","hzcy063a","hzcy064a","hzcy065a","hzcy066a","hzcy067a","hzcy068a","hzcy069a","hzcy070a","hzcy071a","hzcy072a","hzcy073a","hzcy074a","hzcy075a","hzcy076a","hzcy077a","hzcy078a","hzcy079a","hzcy080a","hzcy081a","hzcy083a","hzcy084a","hzcy085a","hzcy086a","hzcy087a","hzcy088a","hzcy089a","hzcy090a","hzcy091a","hzcy092a","hzcy093a","hzcy095a","hzcy096a","hzcy097a","hzcy098a","hzcy099a","hzza003a","hzzq009a","hzzq023a","hzzp201a","hzzp204a","hzzp207a"
"1","1",7,"3","2",2,4,"1","3",4,4,6,4,5,"1","1","1","0","0","1","1","0","1","0","0","0",5,5,5,5,5,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,5,5,5,5,NA,5,4,5,5,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","1","0","1","0","1","1","0",2,0,0,0,"1",5,5,"31",327,1584884243
"2","2",7,"2","2",98,8,"1","3",4,5,4,4,4,"1","0","0","0","0","1","0","0","0","0","0","1",4,4,5,5,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,4,4,4,5,4,1,3,3,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",442,1584466781
"2","2",6,"2","2",2,5,"1","3",4,4,3,5,2,"1","1","0","0","0","0","1","0","1","0","0","0",3,3,3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,1,1,5,1,1,4,1,3,3,2,3,3,2,2,4,1,1,4,4,3,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,5,"31",337,1584459735
"2","1",8,"3","2",1,5,"1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"1","2",5,"3","2",2,5,"1","3",5,6,3,4,4,"1","1","1","0","0","1","1","1","1","0","0","0",4,4,4,4,4,4,4,1,4,3,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,5,98,2,4,3,4,4,4,4,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,1,0,0,0,0,0,0,0,0,0,"1","0","0","0","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",3,4,"31",345,1584519457
"3","1",7,"3","2",4,2,"1","2",4,5,3,4,4,"1","1","1","0","0","1","1","0","1","0","0","0",4,4,4,4,4,5,3,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,4,3,2,2,5,4,3,5,4,5,5,5,4,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",3,3,"31",339,1584721745
"3","2",10,"3","2",5,2,"4","1",1,4,3,3,3,"1","0","0","0","0","1","0","0","1","0","0","0",5,4,5,4,5,3,2,1,5,1,5,2,3,3,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,4,3,2,5,5,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",5,5,"31",395,1584472486
"1","1",3,"2","1",98,5,"1","2",3,97,2,6,3,"1","1","1","0","0","0","1","0","1","0","0","0",3,3,3,3,4,5,3,1,4,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,3,4,3,3,1,2,3,2,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0","0","0","0","0","1","1","0",NA,NA,NA,NA,"1",4,4,"31",579,1585444623
"1","2",7,"2","1",98,5,"2","2",5,5,3,6,5,"1","1","1","0","1","1","1","0","1","0","0","0",2,2,3,4,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,5,4,4,5,2,2,2,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","1","0","1","1","1","0","0",1,1,0,1,"1",4,4,"31",905,1584793123
"3","2",7,"2","2",5,4,"3","3",4,4,4,3,3,"1","1","1","0","0","1","1","1","1","0","0","0",4,5,5,4,5,5,4,1,5,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,5,5,5,5,5,5,5,5,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",292,1584566917
"1","2",6,"3","2",98,5,"1","3",3,4,2,3,3,"0","1","1","0","0","1","0","0","1","0","0","0",5,5,5,5,5,4,5,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,5,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","0","0","0","0","1","0",NA,NA,NA,NA,"1",4,4,"31",246,1584479085
"1","1",10,"3","2",98,4,"1","2",4,3,4,3,3,"1","1","0","0","0","1","1","0","1","0","0","0",4,4,4,4,4,3,3,1,4,2,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,5,3,3,5,4,4,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",1634,1584726551
"1","1",6,"3","2",1,8,"1","3",4,4,4,6,4,"0","1","1","0","0","1","1","0","1","0","1","0",4,4,4,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,4,4,4,5,4,4,4,5,5,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,0,0,0,0,0,1,0,0,1,0,"1","1","0","1","0","0","1","1","1","1","0",1,0,0,0,"1",4,4,"31",718,1584875873
"2","2",7,"1","2",1,5,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"2","2",7,"2","2",5,5,"1","3",6,6,3,2,5,"1","1","0","0","0","1","0","1","1","0","0","0",5,5,5,5,5,5,5,1,5,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,2,4,3,98,5,5,5,4,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1","1","1","0","0","0","0","0",NA,NA,NA,NA,"1",5,5,"31",389,1584511089
"1","2",5,"1","2",5,3,"1","2",2,3,4,4,3,"1","1","0","0","0","1","0","0","1","0","0","0",5,5,4,3,3,2,2,1,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,4,4,3,2,2,3,3,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",276,1584463997
"1","1",9,"2","2",1,6,"1","2",4,5,4,5,4,"1","0","0","0","0","1","0","0","1","0","0","0",4,4,4,4,4,2,2,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,4,4,4,5,4,4,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",1454,1584524558
"1","2",5,"3","2",NA,5,"2","2",2,3,1,4,3,"0","0","0","0","0","1","1","0","0","0","0","0",5,5,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,98,98,98,5,2,2,3,3,3,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,0,0,0,0,0,0,0,0,0,0,"0","1","1","1","0","1","1","0","1","0","0",1,0,0,0,"1",5,5,"31",306,1584472329
"3","2",5,"2",NA,4,2,"3","1",NA,3,6,2,2,"1","1","1","0","0","1","0","0","1","0","0","0",5,5,4,4,4,4,5,1,5,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,3,98,3,4,4,4,4,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","0","0","1","1","0","0",NA,NA,NA,NA,"1",4,4,"31",746,1584790826
"1","1",3,"3","2",7,3,"2","2",5,7,2,7,5,"1","1","1","0","0","1","0","0","1","0","0","0",3,4,5,4,5,5,3,1,5,1,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,5,4,4,5,5,5,4,5,3,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",4,5,"31",514,1584477422
"2","2",7,"2","2",1,2,"1","1",4,5,5,3,4,"1","1","1","0","0","1","1","0","1","0","0","0",5,5,5,5,5,5,NA,1,5,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,4,3,3,4,4,4,4,4,4,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",5,4,"31",329,1584564102
"2","2",9,"2","2",4,3,"2","1",2,3,3,2,2,"1","1","0","0","0","1","0","0","1","0","0","0",4,5,5,3,5,4,3,1,5,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,4,4,4,5,4,4,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",577,1584526567
"3","2",7,"2","2",4,5,"3","2",4,4,3,5,4,"1","1","1","0","0","1","1","1","1","1","0","0",4,4,4,3,4,4,3,1,5,2,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",5,5,"31",558,1584974783
"1","1",7,"3","2",1,7,"1","3",3,4,2,4,3,"1","1","1","0","0","1","1","0","1","0","0","0",5,5,5,5,5,5,3,1,5,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,5,5,4,5,4,4,5,4,3,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","0","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",242,1584793998
"1","2",7,"2","2",1,5,"1","2",4,4,4,5,4,"1","1","1","0","0","1","0","0","1","0","0","0",5,5,5,5,5,5,5,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,4,3,3,4,3,3,3,4,3,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",5,5,"31",340,1584626489
"1","1",5,"3","2",1,6,"2","2",5,6,5,6,5,"1","1","1","0","0","1","0","1","1","0","0","0",5,5,5,5,NA,5,3,1,4,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,4,4,5,5,5,5,5,98,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","1","0","0","0","0",1,1,0,1,"1",4,4,"31",403,1584720314
"1","2",5,"3","2",5,4,"3","2",6,6,4,6,6,"1","1","1","0","0","1","1","0","1","0","1","0",4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,4,98,2,4,3,3,4,4,4,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,1,0,0,0,0,0,0,0,0,0,"1","1","0","0","0","0","1","1","1","1","0",1,1,0,1,"1",4,4,"31",651,1584475792
"2","1",9,"3","2",1,6,"1","2",6,6,4,6,5,"1","0","0","0","0","1","0","0","0","0","0","0",4,4,4,4,4,2,4,1,5,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,5,4,3,4,2,2,2,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","1","1","0","1","0",1,0,0,1,"1",4,4,"31",570,1584800408
"1","1",9,"2","2",4,2,"1","2",NA,4,3,NA,1,"1","1","0","0","0","1","1","0","1","0","0","0",5,3,2,3,3,2,2,1,3,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,1,3,98,1,5,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"32",NA,1584608370
"2","2",5,"3",NA,1,5,"1","3",3,5,2,3,3,"1","1","1","0","0","1","1","1","1","0","0","0",5,5,5,5,5,3,4,1,5,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,1,4,3,4,4,4,5,5,5,4,5,NA,3,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,0,0,0,0,0,0,0,0,0,0,"1","0","1","0","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,5,"32",NA,1584794172
"1","1",7,"3","2",4,2,"1","2",4,5,4,4,4,"1","1","0","0","0","1","1","0","1","0","0","0",5,5,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","0","0","1","0","0","0",NA,NA,NA,NA,"1",4,5,"31",223,1584780893
"1","1",9,"3","2",1,5,"1","2",4,5,4,3,3,"0","1","0","1","0","1","0","1","1","0","0","0",5,5,5,5,5,3,3,1,5,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,3,3,5,4,4,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",424,1584464607
"3","1",7,"2","2",6,7,"2","1",5,5,3,4,4,"1","0","0","0","0","1","0","1","0","0","0","0",4,4,5,5,5,5,5,1,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,5,5,4,5,4,4,5,5,5,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1","1","0","0","0","0",1,1,0,0,"1",4,4,"31",313,1584514942
"1","1",7,"2","2",98,5,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"1","2",9,"2","2",5,3,"1","2",4,4,4,3,4,"1","1","0","1","0","1","1","1","1","1","0","0",5,5,5,5,5,4,3,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,4,4,4,5,4,4,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",434,1584477385
"2","2",2,"3","2",98,6,"2","2",5,6,2,3,5,"1","0","1","0","0","1","1","0","1","0","0","0",4,3,3,3,4,3,3,1,3,5,2,4,4,5,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,3,98,98,4,2,2,4,5,98,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","1","1","0","0",NA,NA,NA,NA,"1",2,4,"31",69,1584525732
"3","1",10,"3","2",3,7,"1","2",5,5,3,5,3,"1","1","0","0","0","1","0","0","1","0","0","0",4,4,4,4,3,2,1,2,NA,NA,NA,NA,NA,NA,4,4,1,4,1,1,1,2,2,2,2,4,4,3,5,3,2,3,3,5,3,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0","0","1","1","0","0","0","0",1,0,0,1,"1",4,4,"31",725,1584532866
"1","2",1,"3","2",98,4,"2","3",5,5,2,5,6,"1","0","0","0","0","1","1","0","1","0","0","0",5,5,5,5,4,4,5,1,4,1,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,5,2,2,4,2,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","1","1","1","0","0",1,1,0,0,"1",4,5,"31",443,1584568004
"3","2",7,"3","2",3,7,"2","3",5,6,3,3,4,"1","1","1","0","1","1","1","0","1","0","0","0",4,5,5,4,5,5,4,1,5,1,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,5,4,5,5,5,5,5,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","0","0","1","1","0","0","0","0",1,1,0,0,"1",4,5,"31",459,1584477775
"1","1",4,"2","2",2,5,"2","2",6,6,4,5,6,"1","1","1","0","0","1","1","0","0","0","0","0",4,4,4,4,4,4,4,1,4,3,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,4,4,4,4,4,5,5,5,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","1","1","0","0","1","0","0",NA,NA,NA,NA,"1",5,5,"31",476,1584723538
"3","1",10,"3","2",2,5,"1","2",6,6,6,6,6,"1","1","0","0","0","1","1","1","1","0","0","0",4,4,4,4,4,5,5,1,4,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,5,4,2,5,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",620,1584692516
"1","1",9,"3","2",NA,5,"4","3",5,4,3,5,4,"1","1","0","0","0","1","1","0","1","0","0","0",4,4,5,4,5,3,3,1,3,2,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,4,4,4,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",415,1584540229
"1","2",4,"3","2",5,3,"1","2",5,5,2,4,4,"1","1","0","0","0","0","1","0","1","0","0","0",4,4,5,5,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3,3,5,4,4,4,5,5,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","1","0","0","0","0",1,0,0,1,"1",4,5,"31",321,1584461591
"1","2",7,"3","2",2,3,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"1","1",10,"1","2",6,5,"1","3",3,4,4,4,3,"0","1","0","0","0","1","0","0","1","0","0","0",5,5,5,5,5,5,4,1,5,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,3,4,3,4,4,3,4,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",431,1584492888
"3","1",9,"1","2",1,5,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"3","2",8,"2","2",3,5,"1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"22",NA,1584465696
"3","1",8,"3","2",5,4,"2","1",3,4,3,6,3,"1","0","1","0","1","1","1","0","0","0","1","0",5,5,4,4,5,4,4,1,5,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,2,1,2,4,4,4,4,4,3,3,4,5,5,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",487,1584569461
